Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Alerts_Warnings,AttackType,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geolocation_Data,ProxyInformation,FirewallLogs,IDS_IPS_Alerts,Log_Source
151.101.117.140-10.42.0.211-443-36836-6,30-12-20 0:47,207.113.170.62,54.247.118.73,23585,58876,ICMP,433,Data,FTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),Segment A,"Panvel, Manipur",222.245.155.149,Log Data,Alert Data,Server
172.217.12.170-10.42.0.211-443-55237-6,04-02-22 23:22,98.87.246.3,191.139.141.11,63040,60717,TCP,1047,Control,HTTP,Alert Triggered,1,Logged,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.0),Segment A,"Aligarh, Arunachal Pradesh",185.103.63.36,Unknown,Unknown,Firewall
10.42.0.211-10.42.0.1-6153-53-17,10-07-23 17:48,69.106.42.167,107.117.6.199,20523,26548,ICMP,1119,Control,HTTP,Unknown,0,Logged,Low,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.35.7 (KHTML, like Gecko) Version/4.1 Safari/532.35.7",Segment B,"Tenali, Punjab",207.228.117.23,Log Data,Unknown,Firewall
10.42.0.1-10.42.0.42-53-56293-17,25-05-21 3:50,203.211.219.128,164.100.88.25,28411,10355,ICMP,543,Data,HTTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3 rv:2.0; byn-ER) AppleWebKit/531.29.6 (KHTML, like Gecko) Version/4.0.1 Safari/531.29.6",Segment C,"Bellary, Bihar",Unknown,Unknown,Alert Data,Server
10.42.0.42-52.84.40.223-38570-80-6,31-03-22 4:15,173.134.74.151,112.136.151.186,28692,38661,ICMP,211,Control,FTP,Unknown,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),Segment C,"Bulandshahr, West Bengal",156.42.58.193,Log Data,Alert Data,Firewall
10.42.0.211-74.119.118.71-43466-443-6,25-04-20 6:26,160.84.35.170,211.172.75.72,38062,61995,UDP,98,Data,FTP,Unknown,0,Logged,High,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/41.0.815.0 Mobile/78U918 Safari/536.2",Segment A,"Nangloi Jat, Bihar",Unknown,Log Data,Unknown,Firewall
202.77.129.54-10.42.0.151-80-40611-6,30-08-22 9:13,219.252.18.219,40.205.5.204,56706,36293,ICMP,947,Control,DNS,Alert Triggered,0,Logged,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.1),Segment A,"Madurai, Maharashtra",Unknown,Log Data,Unknown,Server
172.217.12.206-10.42.0.42-443-44223-6,02-11-20 17:51,71.73.61.133,136.26.155.101,62594,33394,TCP,1125,Control,FTP,Alert Triggered,0,Ignored,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/33.0.864.0 Mobile/84Y305 Safari/535.0",Segment A,"Kolhapur, Chhattisgarh",Unknown,Log Data,Unknown,Firewall
216.58.219.195-10.42.0.42-443-42081-6,01-10-22 0:23,175.136.242.52,87.202.47.119,30729,3612,TCP,1324,Data,FTP,Alert Triggered,1,Blocked,Low,Opera/9.82.(Windows NT 10.0; nl-NL) Presto/2.9.162 Version/10.00,Segment B,"Aurangabad, Bihar",Unknown,Unknown,Unknown,Firewall
216.58.219.202-10.42.0.151-443-60379-6,17-02-22 16:31,118.130.46.173,6.218.104.159,2069,61673,ICMP,1069,Control,HTTP,Unknown,0,Logged,High,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.0),Segment A,"Bangalore, Manipur",154.181.189.20,Unknown,Unknown,Server
180.149.136.194-10.42.0.211-80-56197-6,28-01-23 12:49,117.67.200.153,31.168.81.248,38259,58319,UDP,888,Control,FTP,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1),Segment A,"Khora , Karnataka",Unknown,Unknown,Alert Data,Firewall
10.42.0.42-123.125.29.220-57798-80-6,29-11-20 1:46,119.183.249.122,63.12.41.198,63629,56141,TCP,1369,Control,FTP,Unknown,0,Ignored,High,Opera/8.91.(X11; Linux x86_64; it-CH) Presto/2.9.187 Version/12.00,Segment B,"Raiganj, Tripura",Unknown,Log Data,Alert Data,Firewall
10.42.0.42-23.194.181.192-33258-443-6,25-09-20 18:40,111.61.180.36,84.34.76.214,19557,58117,ICMP,1404,Control,HTTP,Unknown,0,Logged,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),Segment C,"Ghaziabad, Bihar",155.159.145.12,Log Data,Unknown,Firewall
10.42.0.211-121.12.98.62-40981-80-6,19-01-21 21:54,8.135.19.226,66.164.41.237,22513,21915,ICMP,694,Control,DNS,Unknown,0,Blocked,High,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.2.3 (KHTML, like Gecko) Version/5.0 Safari/531.2.3",Segment C,"Avadi, Tamil Nadu",Unknown,Unknown,Unknown,Firewall
10.42.0.151-10.42.0.1-18686-53-17,23-03-22 21:10,82.145.26.1,59.5.133.17,16590,30210,TCP,1232,Data,DNS,Unknown,0,Ignored,High,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_6; rv:1.9.4.20) Gecko/4560-06-17 06:40:11 Firefox/13.0,Segment C,"Ajmer, Gujarat",Unknown,Log Data,Unknown,Server
203.205.151.47-10.42.0.211-80-50822-6,29-07-22 5:42,32.223.135.21,139.164.32.253,60512,21062,UDP,139,Control,HTTP,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.1),Segment A,"Jorhat, Rajasthan",211.77.109.161,Log Data,Unknown,Firewall
10.42.0.211-23.206.162.129-41617-80-6,08-11-20 13:50,117.165.19.211,205.106.134.199,42357,34564,TCP,180,Data,DNS,Alert Triggered,1,Blocked,High,Opera/8.27.(X11; Linux i686; quz-PE) Presto/2.9.170 Version/10.00,Segment A,"Sirsa, Uttarakhand",Unknown,Unknown,Unknown,Firewall
10.42.0.211-10.42.0.1-3557-53-17,16-05-21 10:08,77.247.177.201,19.153.36.52,12352,56603,UDP,83,Control,FTP,Unknown,0,Ignored,Medium,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8896-03-06 06:14:11 Firefox/3.6.3,Segment B,"Purnia, Manipur",Unknown,Log Data,Alert Data,Firewall
10.42.0.151-104.244.43.195-58068-443-6,14-09-20 6:17,215.111.80.229,180.31.81.181,46092,44972,ICMP,66,Control,DNS,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),Segment C,"Pondicherry, Meghalaya",167.61.109.243,Log Data,Alert Data,Server
10.42.0.151-10.42.0.1-16258-53-17,07-12-22 3:49,102.14.227.198,91.155.1.223,30190,38977,ICMP,245,Control,HTTP,Alert Triggered,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),Segment A,"Anantapur, Punjab",166.205.77.62,Log Data,Unknown,Firewall
10.42.0.211-123.125.115.164-42267-443-6,10-11-21 2:54,177.71.166.159,14.239.224.150,33989,62816,ICMP,519,Control,DNS,Alert Triggered,0,Logged,High,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.14.2 (KHTML, like Gecko) Version/5.0.4 Safari/534.14.2",Segment C,"Ajmer, Himachal Pradesh",54.250.98.29,Log Data,Alert Data,Server
10.42.0.211-104.91.216.132-59394-443-6,07-09-22 11:55,157.103.143.177,67.210.244.52,2438,24476,ICMP,210,Control,FTP,Unknown,0,Blocked,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),Segment A,"Malegaon, Uttar Pradesh",122.218.245.98,Log Data,Alert Data,Firewall
10.42.0.211-54.243.161.28-60724-443-6,18-12-20 7:45,204.152.74.30,108.200.199.62,47302,29115,ICMP,362,Data,DNS,Unknown,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0),Segment B,"Uluberia, Karnataka",Unknown,Unknown,Alert Data,Server
10.42.0.151-10.42.0.1-14836-53-17,12-10-20 4:38,13.159.74.55,217.141.29.135,48627,21378,UDP,906,Data,FTP,Unknown,0,Ignored,High,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/14.3o3568.0 Mobile/69C890 Safari/535.2",Segment B,"Parbhani, Kerala",Unknown,Log Data,Alert Data,Server
172.217.6.234-10.42.0.151-443-45182-6,03-08-21 9:58,23.205.126.129,80.122.69.44,20123,61270,UDP,895,Data,HTTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (Windows 98; nn-NO; rv:1.9.1.20) Gecko/9374-01-05 17:54:59 Firefox/11.0,Segment A,"Karawal Nagar, Punjab",Unknown,Log Data,Alert Data,Server
10.42.0.42-104.97.95.172-47355-80-6,30-12-22 5:58,16.242.133.245,54.90.95.82,18076,2029,TCP,745,Data,DNS,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.15.7 (KHTML, like Gecko) Version/4.1 Safari/531.15.7",Segment C,"Salem, Tripura",Unknown,Unknown,Alert Data,Firewall
10.42.0.211-10.42.0.1-26356-53-17,22-11-20 18:58,218.251.12.23,79.251.85.109,51814,36385,ICMP,1453,Control,DNS,Unknown,0,Blocked,Medium,Mozilla/5.0 (Android 3.1; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,Segment A,"Danapur, Odisha",143.203.153.28,Unknown,Unknown,Firewall
10.42.0.42-62.138.0.117-59502-80-6,27-11-21 1:21,56.123.222.166,220.240.68.109,3660,39885,UDP,1282,Control,DNS,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/18.0.813.0 Safari/531.0",Segment C,"Howrah, Telangana",212.106.38.86,Log Data,Unknown,Firewall
173.194.66.188-10.42.0.151-5228-49913-6,17-05-23 17:17,83.149.210.99,27.137.84.220,46001,58505,TCP,149,Control,DNS,Alert Triggered,0,Ignored,High,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/55.0.898.0 Safari/535.2",Segment C,"Nadiad, Meghalaya",152.175.247.92,Unknown,Alert Data,Server
203.130.53.126-10.42.0.42-80-32957-6,02-12-20 9:48,181.46.83.89,190.189.5.135,19490,57271,TCP,556,Data,DNS,Alert Triggered,0,Blocked,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/45.0.809.0 Mobile/44H385 Safari/536.2",Segment C,"Amroha, Chhattisgarh",Unknown,Log Data,Alert Data,Firewall
10.42.0.151-69.147.82.61-52919-443-6,16-03-20 22:31,37.239.39.127,71.176.103.158,4349,53157,UDP,1423,Control,HTTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5 rv:6.0; rw-RW) AppleWebKit/535.33.6 (KHTML, like Gecko) Version/5.0 Safari/535.33.6",Segment C,"Motihari, Arunachal Pradesh",Unknown,Unknown,Alert Data,Firewall
10.42.0.211-77.234.44.79-51593-443-6,28-01-22 6:13,74.200.190.204,145.105.216.98,47355,47284,TCP,288,Data,HTTP,Alert Triggered,0,Blocked,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.1),Segment C,"Davanagere, Telangana",116.124.1.23,Unknown,Alert Data,Server
10.42.0.211-10.42.0.1-44814-53-17,11-06-20 17:40,162.221.67.82,92.139.179.74,47929,35258,ICMP,197,Data,FTP,Alert Triggered,0,Blocked,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/17.2u3719.0 Mobile/19Q326 Safari/531.0",Segment A,"Arrah, Rajasthan",Unknown,Unknown,Alert Data,Server
10.42.0.211-10.42.0.1-37137-53-17,30-09-21 0:06,219.77.175.38,211.114.35.172,47000,63345,ICMP,769,Data,FTP,Unknown,0,Ignored,Medium,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7 rv:2.0; uk-UA) AppleWebKit/535.29.4 (KHTML, like Gecko) Version/5.0.2 Safari/535.29.4",Segment C,"Gopalpur, Rajasthan",20.7.75.244,Log Data,Alert Data,Firewall
172.217.3.110-10.42.0.211-80-34329-6,31-08-21 21:09,173.222.2.61,197.189.140.69,51900,63999,ICMP,255,Control,HTTP,Unknown,1,Ignored,High,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/8677-01-08 07:35:11 Firefox/3.6.11,Segment B,"Hospet, Karnataka",123.132.44.190,Log Data,Unknown,Firewall
172.217.12.142-10.42.0.151-443-57050-6,13-07-20 8:28,201.19.142.67,136.85.181.161,6541,43688,ICMP,877,Control,HTTP,Alert Triggered,0,Ignored,Medium,Opera/8.46.(Windows NT 6.1; wal-ET) Presto/2.9.178 Version/10.00,Segment A,"Navi Mumbai, West Bengal",80.38.121.232,Log Data,Unknown,Firewall
10.42.0.211-77.234.44.200-53685-80-6,26-09-22 17:05,14.239.221.15,160.158.245.62,33984,12019,ICMP,416,Control,FTP,Alert Triggered,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment C,"Dehri, Chhattisgarh",Unknown,Unknown,Alert Data,Server
203.205.158.61-10.42.0.151-80-44198-6,26-10-21 7:40,120.214.108.103,77.23.175.175,35030,17582,TCP,1385,Data,FTP,Unknown,0,Ignored,Medium,Opera/9.72.(X11; Linux x86_64; ayc-PE) Presto/2.9.167 Version/12.00,Segment C,"Kochi, Jharkhand",Unknown,Unknown,Unknown,Firewall
172.217.3.98-10.42.0.211-443-51317-6,29-12-21 21:07,150.182.166.25,218.23.134.224,49544,45488,TCP,1251,Data,DNS,Unknown,0,Blocked,High,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/31.0.809.0 Safari/533.0",Segment C,"Machilipatnam, Uttar Pradesh",Unknown,Log Data,Alert Data,Firewall
219.142.78.162-10.42.0.211-80-52970-6,09-04-22 0:34,123.122.130.217,131.46.186.127,38123,4090,UDP,769,Control,HTTP,Alert Triggered,0,Ignored,Medium,Opera/9.23.(X11; Linux i686; ug-CN) Presto/2.9.166 Version/12.00,Segment B,"Gandhinagar, Uttar Pradesh",Unknown,Log Data,Unknown,Firewall
140.205.62.20-10.42.0.211-80-51207-6,10-06-22 15:32,121.176.212.119,185.33.176.152,61891,30804,ICMP,1039,Data,HTTP,Alert Triggered,1,Logged,High,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.47.3 (KHTML, like Gecko) Version/5.0.5 Safari/533.47.3",Segment C,"Gudivada, Telangana",Unknown,Unknown,Unknown,Firewall
10.42.0.211-10.42.0.1-41218-53-17,20-03-20 23:55,161.204.120.116,175.3.253.40,43029,58434,ICMP,636,Data,FTP,Unknown,0,Blocked,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; unm-US) AppleWebKit/533.24.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.24.1",Segment A,"Siliguri, Uttar Pradesh",19.93.108.188,Log Data,Alert Data,Server
10.42.0.42-104.254.66.16-38130-80-6,20-09-20 13:06,198.236.173.168,200.108.13.41,9417,60009,ICMP,955,Data,DNS,Unknown,0,Blocked,Low,Opera/8.40.(X11; Linux x86_64; ts-ZA) Presto/2.9.187 Version/10.00,Segment B,"Nagaon, Andhra Pradesh",73.213.74.228,Log Data,Unknown,Server
172.217.11.8-10.42.0.211-443-43167-6,19-07-23 16:08,9.83.139.207,75.85.29.77,36622,11153,UDP,143,Control,FTP,Alert Triggered,0,Ignored,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; lo-LA) AppleWebKit/534.32.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.32.4",Segment B,"Sambalpur, Sikkim",Unknown,Unknown,Unknown,Firewall
10.42.0.1-10.42.0.42-53-3716-17,03-03-22 6:19,16.64.93.158,16.116.102.246,31362,26566,ICMP,358,Control,HTTP,Unknown,0,Ignored,Low,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/15.3l3324.0 Mobile/81L536 Safari/534.2",Segment C,"Berhampore, Kerala",Unknown,Unknown,Unknown,Firewall
216.58.219.227-10.42.0.211-443-60000-6,14-02-23 23:58,220.172.137.98,207.180.85.216,29741,8569,TCP,115,Data,DNS,Unknown,0,Blocked,Low,Opera/8.30.(X11; Linux i686; mni-IN) Presto/2.9.179 Version/11.00,Segment C,"Ranchi, Madhya Pradesh",Unknown,Log Data,Alert Data,Firewall
10.42.0.211-31.13.80.52-49784-443-6,27-07-21 20:21,168.216.176.58,176.206.193.26,29580,57706,TCP,794,Data,HTTP,Unknown,0,Blocked,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/11.2w7191.0 Mobile/11V642 Safari/531.1",Segment A,"Guntakal, Assam",78.42.139.0,Log Data,Unknown,Firewall
216.58.219.195-10.42.0.211-80-54436-6,11-10-22 19:54,171.196.153.21,102.163.64.203,5750,47107,UDP,1430,Data,DNS,Alert Triggered,0,Ignored,Low,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/55.0.811.0 Safari/531.1",Segment A,"Udaipur, Manipur",105.246.42.19,Log Data,Alert Data,Server
172.217.10.66-10.42.0.151-443-57121-6,08-10-23 9:09,222.213.230.67,134.20.19.119,13807,1951,UDP,81,Control,DNS,Unknown,0,Ignored,High,Mozilla/5.0 (Windows 95; te-IN; rv:1.9.2.20) Gecko/2483-04-24 16:49:16 Firefox/3.6.15,Segment B,"Deoghar, Arunachal Pradesh",Unknown,Log Data,Alert Data,Firewall
175.100.207.233-10.42.0.151-80-58171-6,14-03-21 6:16,165.223.215.220,157.110.139.251,61090,47564,TCP,1118,Data,FTP,Unknown,0,Ignored,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; hak-TW) AppleWebKit/534.27.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.27.6",Segment C,"Ghaziabad, West Bengal",181.179.223.45,Unknown,Alert Data,Firewall
203.205.144.184-10.42.0.151-80-53419-6,05-08-23 15:27,90.69.13.172,124.130.130.95,45607,14348,UDP,1178,Data,DNS,Unknown,0,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.3.7 (KHTML, like Gecko) Version/4.0.4 Safari/531.3.7",Segment A,"Adoni, Sikkim",95.173.151.131,Log Data,Alert Data,Firewall
157.55.130.194-10.42.0.42-33033-46360-17,16-09-23 14:50,164.240.216.125,125.31.120.141,16582,6029,TCP,984,Control,FTP,Unknown,0,Ignored,Low,Mozilla/5.0 (Android 4.4.4; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,Segment B,"Ongole, Rajasthan",Unknown,Unknown,Alert Data,Firewall
172.217.10.10-10.42.0.42-443-40335-6,08-03-20 21:41,34.226.163.124,200.14.26.211,55751,21762,TCP,282,Data,FTP,Unknown,1,Logged,Low,Mozilla/5.0 (Windows 95; aa-DJ; rv:1.9.0.20) Gecko/2401-09-14 10:43:02 Firefox/8.0,Segment B,"Mehsana, Nagaland",Unknown,Log Data,Unknown,Server
10.42.0.151-10.42.0.1-53171-53-17,25-01-22 20:57,171.223.121.238,28.104.205.96,30122,26052,UDP,1149,Control,HTTP,Alert Triggered,0,Logged,Low,Opera/9.77.(X11; Linux i686; lo-LA) Presto/2.9.168 Version/10.00,Segment A,"Sikar, West Bengal",61.53.137.21,Unknown,Alert Data,Firewall
172.217.11.1-10.42.0.211-443-34629-6,30-06-23 2:21,74.33.213.15,4.208.212.112,64035,19852,UDP,1243,Control,FTP,Alert Triggered,0,Logged,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0),Segment B,"Erode, Uttar Pradesh",Unknown,Unknown,Unknown,Server
172.217.10.4-10.42.0.151-443-59053-6,25-08-23 23:55,95.18.20.188,211.236.254.63,9825,50995,ICMP,1219,Data,HTTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0),Segment C,"Pimpri-Chinchwad, Karnataka",30.222.162.153,Unknown,Unknown,Firewall
10.42.0.211-104.244.43.3-44697-443-6,12-08-23 6:10,9.153.218.72,132.111.161.98,6305,34056,UDP,1486,Data,HTTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/45.0.892.0 Safari/536.1",Segment A,"Jammu, Kerala",41.0.31.69,Log Data,Unknown,Firewall
10.42.0.211-69.167.152.41-59980-9933-6,29-09-22 20:17,88.168.76.1,66.185.84.31,36383,56921,UDP,1361,Data,HTTP,Unknown,0,Logged,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),Segment B,"Bhusawal, Arunachal Pradesh",Unknown,Log Data,Alert Data,Firewall
172.217.12.195-10.42.0.42-443-34831-17,11-06-23 5:11,183.169.137.248,47.11.85.161,3073,59851,ICMP,1386,Control,DNS,Alert Triggered,0,Logged,High,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1 rv:5.0; lzh-TW) AppleWebKit/532.48.2 (KHTML, like Gecko) Version/4.1 Safari/532.48.2",Segment B,"Dindigul, Rajasthan",Unknown,Unknown,Alert Data,Server
10.42.0.1-10.42.0.42-53-4621-17,08-05-20 11:17,163.14.234.249,138.9.192.154,10108,10626,ICMP,1110,Data,HTTP,Alert Triggered,1,Logged,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),Segment C,"Miryalaguda, Uttar Pradesh",126.105.194.102,Log Data,Unknown,Firewall
10.42.0.211-31.13.69.197-48867-443-6,06-09-20 12:10,72.106.233.183,136.11.50.10,20187,9052,TCP,594,Data,HTTP,Unknown,0,Logged,High,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9816-02-18 21:36:50 Firefox/14.0,Segment B,"Bhagalpur, Sikkim",10.179.210.129,Unknown,Unknown,Firewall
10.42.0.151-10.42.0.1-46466-53-17,04-01-21 8:01,43.206.213.211,101.38.55.131,10623,60870,ICMP,778,Data,FTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/37.0.827.0 Safari/531.2",Segment B,"Chinsurah, Manipur",Unknown,Unknown,Alert Data,Server
175.100.207.233-10.42.0.42-443-52266-6,05-01-21 10:50,199.42.65.130,42.146.214.131,52990,1689,TCP,1140,Control,HTTP,Alert Triggered,0,Ignored,Medium,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.14.2 (KHTML, like Gecko) Version/5.0 Safari/534.14.2",Segment B,"Srinagar, Haryana",Unknown,Unknown,Unknown,Firewall
10.42.0.151-10.42.0.1-35129-53-17,24-08-21 12:30,133.99.68.102,58.12.148.52,42846,55490,TCP,772,Control,DNS,Unknown,0,Logged,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.1),Segment A,"Bhubaneswar, Punjab",54.25.248.113,Log Data,Alert Data,Firewall
172.217.11.14-10.42.0.151-443-38319-17,03-08-23 15:42,5.141.171.132,185.34.231.190,25705,29877,TCP,1257,Control,HTTP,Unknown,0,Logged,Low,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8797-03-17 19:38:02 Firefox/3.6.15,Segment B,"Jamnagar, Karnataka",212.151.144.45,Log Data,Unknown,Server
10.42.0.211-104.254.66.16-49747-80-6,20-04-20 21:30,4.144.5.170,183.145.225.89,21375,27985,ICMP,961,Control,DNS,Unknown,0,Blocked,Low,Mozilla/5.0 (Windows NT 10.0; yi-US; rv:1.9.2.20) Gecko/2920-04-01 23:48:12 Firefox/13.0,Segment C,"Chandigarh, Maharashtra",100.133.148.42,Log Data,Alert Data,Server
10.42.0.151-10.42.0.1-60869-53-17,23-06-22 9:17,162.198.130.247,65.184.162.19,4592,30073,UDP,88,Data,HTTP,Alert Triggered,0,Logged,Medium,Opera/8.39.(Windows CE; lb-LU) Presto/2.9.186 Version/10.00,Segment A,"Bhiwani, West Bengal",48.150.24.58,Unknown,Unknown,Server
10.42.0.211-10.42.0.1-9057-53-17,20-03-20 4:40,187.247.93.128,206.92.131.12,1135,36461,ICMP,1038,Data,FTP,Alert Triggered,0,Ignored,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/36.0.893.0 Mobile/92F930 Safari/534.0",Segment B,"Vellore, Madhya Pradesh",183.66.41.135,Log Data,Unknown,Firewall
172.217.9.227-10.42.0.211-80-59919-6,17-11-20 15:16,59.0.240.178,100.35.101.9,2896,9393,UDP,241,Data,DNS,Alert Triggered,0,Logged,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/25.0.853.0 Safari/532.2",Segment C,"Singrauli, Kerala",Unknown,Log Data,Unknown,Server
10.42.0.211-10.42.0.1-50991-53-17,02-09-22 21:27,168.182.45.162,138.163.40.114,44048,12957,UDP,192,Control,HTTP,Unknown,1,Ignored,High,Opera/9.50.(X11; Linux x86_64; cv-RU) Presto/2.9.174 Version/12.00,Segment B,"Berhampore, Madhya Pradesh",Unknown,Log Data,Unknown,Firewall
192.229.210.163-10.42.0.151-443-35445-6,02-11-22 8:00,44.39.229.203,138.24.115.215,28340,59160,UDP,953,Control,DNS,Unknown,0,Blocked,High,Mozilla/5.0 (Android 4.4.3; Mobile; rv:9.0) Gecko/9.0 Firefox/9.0,Segment B,"Bulandshahr, Odisha",Unknown,Log Data,Alert Data,Server
10.42.0.211-10.42.0.1-39012-53-17,01-02-20 6:43,81.130.213.180,217.172.114.176,53060,10835,UDP,101,Control,FTP,Alert Triggered,0,Logged,Medium,Opera/9.81.(Windows NT 4.0; tt-RU) Presto/2.9.177 Version/10.00,Segment B,"Secunderabad, Mizoram",84.106.208.187,Log Data,Unknown,Server
172.217.12.195-10.42.0.151-443-53274-6,06-09-21 2:38,6.162.151.255,101.150.14.196,42239,12393,ICMP,1379,Data,HTTP,Unknown,0,Ignored,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ckb-IQ) AppleWebKit/534.11.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6534.11.3",Segment B,"Bangalore, Tamil Nadu",94.96.66.163,Log Data,Unknown,Firewall
